owner,cablesystem,region,SHAPE__Length,shortname,objectid,SHAPE__Area,status
,,Great Lakes,498.458312575228,,2170,11226.831244735,
,,Great Lakes,410.562531405298,,2171,8484.79976848,
,,Great Lakes,509.338318540408,,2172,6056.515042645,
,,Great Lakes,242.246102553424,,2173,3233.190398925,
,,Great Lakes,1586.72391336526,,2174,66069.100930355,
,,Great Lakes,2278.62864217028,,2175,239131.32171822,
,,Great Lakes,2409.60969021299,,2176,293270.2548994,
,,Great Lakes,3153.58126217103,,2177,585309.540198785,
,,Great Lakes,4095.90780801426,,2178,194037.90931823,
,,Great Lakes,3325.784863296,,2179,411218.24772495,
,,Great Lakes,1608.9412529358,,2180,80735.425456515,
,,East Coast,1453.14159957135,,2181,63628.37118749,
,,East Coast,3290.34348394059,,2182,140343.77119419,
,,East Coast,1629.51763301946,,2183,157258.22112887,
,,East Coast,1488.96509569322,,2184,63360.717163955,
,,East Coast,215.931131970191,,2185,2164.72259092,
,,East Coast,2136.48991340029,,2186,136550.095412225,
,,East Coast,1382.47978152555,,2187,92952.314171365,
,,East Coast,1402.25856704378,,2188,57086.612334485,
,,East Coast,1135.49205531057,,2189,68593.887010385,
,,East Coast,3822.53518099943,,2190,511666.59522703,
,,East Coast,1767.11487862759,,2191,85362.792165145,
,,East Coast,1243.07328308582,,2192,67788.758068235,
,,East Coast,1876.14848645956,,2193,76712.10409784,
,,East Coast,2435.79534303443,,2194,152116.76123419,
,,East Coast,2836.59277041194,,2195,366253.679154915,
,,East Coast,2532.87767930155,,2196,118196.490088935,
,,East Coast,1193.85710896591,,2197,64034.26755361,
,,East Coast,1106.94356809687,,2198,43938.5891267,
,,East Coast,2227.7548966115,,2199,131943.52098617,
,,East Coast,2183.59709132233,,2200,173247.768401165,
,,East Coast,2180.88696447875,,2201,143850.860078445,
,,East Coast,7344.23165303785,,2202,711534.75011796,
,,East Coast,694.791745374554,,2203,13159.80777962,
,,East Coast,656.337920774,,2204,11779.773563075,
,,East Coast,25582.4581404942,,2205,5207546.92306652,
,,East Coast,2344.4672824389,,2206,184944.563277055,
,,East Coast,1720.52485385219,,2207,123389.98397291,
,,Great Lakes,20919.2593263134,,2208,12836640.116118,
,,Great Lakes,2938.33594707601,,2209,361299.2034374,
,,Great Lakes,5518.1193567481,,2210,694251.675144945,
,,Great Lakes,3077.5647426058,,2211,254463.609087595,
,,East Coast,5115.44612809469,,2212,355240.44713713,
,,East Coast,2322.58630473938,,2213,177051.32433862,
,,East Coast,1339.84727032457,,2214,57971.43326027,
,,East Coast,825.312389687955,,2215,24534.08160667,
,,East Coast,1590.50628397983,,2216,47181.570825325,
,,East Coast,727.884420563784,,2217,27011.92218097,
,,East Coast,1675.39014500838,,2218,82090.08698291,
,,East Coast,3854.21721077081,,2219,414420.22677758,
,,East Coast,887.932332843389,,2220,29463.48920422,
,,East Coast,4331.00154140942,,2221,102817.444410735,
,,East Coast,1609.03936893418,,2222,83697.79360361,
,,East Coast,1145.39295154217,,2223,37749.950982055,
,,East Coast,19219.4340379992,,2224,3247517.56866841,
,,East Coast,1530.75148037785,,2225,65569.309153485,
,,East Coast,5101.399636255,,2226,620524.340636665,
,,East Coast,1057.95108288283,,2227,38920.551934845,
,,East Coast,1029.25204987325,,2228,42724.25679842,
,,East Coast,1755.09295834975,,2229,96089.786661465,
,,East Coast,2425.96484840997,,2230,188656.583309265,
,,East Coast,3309.92506562142,,2231,331324.44951839,
,,East Coast,4095.38042371088,,2232,623105.19081143,
,,East Coast,1051.79316462149,,2233,37546.248123295,
,,Great Lakes,2165.22137842528,,2234,69591.01487824,
,,Great Lakes,2972.14062992747,,2235,208611.73350778,
,,Great Lakes,1268.06449438005,,2236,20537.80707497,
,,Great Lakes,2679.52612701743,,2237,145741.623012345,
,,Great Lakes,1936.93373082622,,2238,138297.57080609,
,Telephone Cable,Great Lakes,2920.2210855249,,2239,444852.15519269,
,,Great Lakes,1271.70390657763,,2240,58786.65717314,
,,Great Lakes,2351.55409502188,,2241,298395.893559565,
,,East Coast,843.527030939987,,2242,17431.505869535,
,,East Coast,3333.785852259,,2243,352643.653796345,
,,East Coast,4590.72629266813,,2244,506066.17525268,
,,East Coast,4745.27035455544,,2245,773679.99855391,
,,East Coast,1900.71564854286,,2246,129567.42543446,
,,East Coast,6541.25689525631,,2247,1065897.30403943,
,,East Coast,3480.00825793282,,2248,498816.579236645,
,,East Coast,2208.38713863622,,2249,191462.204251825,
,,East Coast,8688.84778736012,,2250,2703858.29167111,
,,East Coast,3048.40931269609,,2251,237043.444792795,
,,East Coast,6577.41092425099,,2252,1062241.23798868,
,,East Coast,1244.49672537232,,2253,67626.708332955,
,,East Coast,4298.99622237006,,2254,667580.625198225,
,,East Coast,40232.3577666735,,2255,11806680.9668783,
,,East Coast,1524.24768915572,,2256,98636.130244255,
,,East Coast,982.22779580277,,2257,16500.51336906,
,,East Coast,1355.69292937067,,2258,47891.662685325,
,,East Coast,1343.29645872814,,2259,67753.33574267,
,,East Coast,1113.80282167523,,2260,28008.50014255,
,,East Coast,1928.54318044439,,2261,163815.7864212,
,,East Coast,2771.31719823366,,2262,185513.33478078,
,,East Coast,2825.77023460067,,2263,310284.955833155,
,,East Coast,1111.17079557707,,2264,51789.153723425,
,,East Coast,2435.26560517787,,2265,218338.150521125,
,,East Coast,1064.540829449,,2266,32707.24339369,
,,East Coast,4759.54131789227,,2267,426975.46126807,
,,Great Lakes,8042.65733830795,,2268,1605474.60104991,
,,Great Lakes,6785.07651127941,,2269,1291648.46763502,
,,Great Lakes,1408.64017018115,,2270,110361.52869546,
,,Great Lakes,1075.94005875243,,2271,36695.86925944,
,,Great Lakes,1619.23431850868,,2272,72844.007456235,
,,Great Lakes,2196.11945909995,,2273,145931.479242015,
,,Great Lakes,1229.06755519545,,2274,34292.799500015,
,,East Coast,3143.71319058142,,2275,442146.943803715,
,,East Coast,1980.33503521806,,2276,107200.84163779,
,,East Coast,1202.34087589933,,2277,45870.872923485,
,,East Coast,3084.08783730472,,2278,323709.6465544,
,,East Coast,4283.50606029877,,2279,329424.794902995,
,,East Coast,3298.90053444837,,2280,554497.839949425,
,,East Coast,6037.96426981641,,2281,876097.23345749,
,,East Coast,4597.13713641956,,2282,593187.558513345,
,,East Coast,8627.4539145889,,2283,1460198.44365059,
,,East Coast,4294.65941289819,,2284,556530.946417585,
,,East Coast,10217.3755612843,,2285,1865994.56603452,
,,East Coast,1464.46010630278,,2286,133955.184563345,
,,East Coast,3688.61031427578,,2287,354577.906426385,
,,East Coast,5504.69810321711,,2288,829790.15534933,
,,East Coast,18559.2753864029,,2289,3577592.42408842,
,,East Coast,5405.36145011551,,2290,1005324.29705932,
,,East Coast,5842.75098664059,,2291,612358.62758765,
,,East Coast,422.238999157877,,2292,5951.266679225,
,,East Coast,1579.18745182293,,2293,61539.77014635,
,,East Coast,2079.60322051569,,2294,132087.89005261,
,,East Coast,511.331368167412,,2295,8565.064633645,
,,East Coast,2381.07462041349,,2296,303712.34627658,
,,East Coast,1367.92129189675,,2297,64915.473484075,
,,East Coast,3429.73493996624,,2298,279713.738817705,
,,East Coast,1664.7968135575,,2299,68174.22249112,
,,East Coast,3563.77356479341,,2300,421116.057764155,
,,East Coast,214.317747037409,,2301,2528.568075785,
,,East Coast,3116.89778649125,,2302,448717.16018566,
,,East Coast,2779.75065592502,,2303,235292.72369424,
,,East Coast,1407.10225380176,,2304,64026.02249293,
,,East Coast,671.315070429419,,2305,26574.45280217,
,,East Coast,2107.80210907192,,2306,124311.76461959,
,,Great Lakes,1303.61758501605,,2307,87161.8471678,
,,Gulf of America,9737.76242979875,,2308,3539777.70490439,
,,Gulf of America,884.149394832029,,2309,32602.214003095,
,,Gulf of America,3493.08945284328,,2310,371698.96301953,
,,Gulf of America,3712.10717492746,,2311,292513.23001138,
,,Gulf of America,48001.5849002127,,2312,8219579.79450467,
,,Gulf of America,1928.69169001393,,2313,167206.2101695,
,,East Coast,1980.65455845174,,2314,192558.055292395,
,,East Coast,5488.77309776417,,2315,501537.12349801,
,,East Coast,1112.96872008629,,2316,36084.167290825,
,,East Coast,6230.93869862491,,2317,401370.77763433,
,,East Coast,3063.48917703029,,2318,163443.977869345,
,,East Coast,342.635407992547,,2319,4653.57285665,
,,East Coast,5498.99681353498,,2320,886096.184937095,
,,East Coast,2065.7813634669,,2321,125681.56028224,
,,East Coast,1969.56367177417,,2322,192036.313394805,
,,East Coast,1135.48454017631,,2323,47740.958731295,
,,East Coast,305.738183219596,,2324,4294.332887755,
,,East Coast,1801.36897465499,,2325,55023.686218655,
,,East Coast,2667.34665940665,,2326,194131.133591605,
,,East Coast,2730.4432634512,,2327,203979.810705825,
,,East Coast,2223.36688452228,,2328,190133.020492315,
,,East Coast,2864.72859185159,,2329,196044.39589143,
,,East Coast,2054.0474183525,,2330,105407.68474961,
,,East Coast,2169.00899193392,,2331,167629.453469585,
,,East Coast,181.972223729084,,2332,2134.18427834,
,,East Coast,4067.79295729484,,2333,281311.67008275,
,,East Coast,3188.45094195222,,2334,320432.380302965,
,,East Coast,2168.93057802527,,2335,173184.4561287,
,,East Coast,69100.7888375123,,2336,13073395.6205794,
,,East Coast,1242.06656740628,,2337,77120.21092257,
,,East Coast,74744.9336101859,,2338,19174688.4891494,
,,Gulf of America,12594.136734644,,2339,1299956.9814113,
,,Gulf of America,1642.74795835527,,2340,106107.243442945,
,,East Coast,717.119140685956,,2341,18473.430106415,
,,East Coast,11338.990700415,,2342,2266200.87870188,
,,East Coast,1253.83724395876,,2343,67170.822074615,
,,East Coast,3452.28970534053,,2344,120787.83458506,
,,East Coast,1248.38093026277,,2345,71583.190242315,
,,East Coast,1970.95256561565,,2346,171160.85464692,
,,East Coast,4657.90274665591,,2347,485597.50101501,Abandoned
,,East Coast,7779.29884380649,,2348,1373922.22902849,
,,East Coast,5054.39066469987,,2349,707242.95381689,Abandoned
,,East Coast,5258.43809228048,,2350,247515.074404125,Abandoned
Department of Defense,,East Coast,88382.1561748635,,2351,124216470.057714,Out of Service
,,East Coast,2002.91620041737,,2352,127764.074046125,
,,East Coast,2498.72150542847,,2353,198775.089363145,
,,East Coast,328.538563374164,,2354,3808.22030457,
,,East Coast,574.967222637919,,2355,17345.236805305,
,,East Coast,339.338717385823,,2356,4287.70841853,
,,East Coast,915.440105382557,,2357,26142.63205385,
,,East Coast,1453.99096288488,,2358,106753.85084965,
,,East Coast,8623.53474519002,,2359,1617522.10419027,
,,East Coast,345.497171611961,,2360,3889.01929804,
,,East Coast,1437.37499281804,,2361,40718.70754333,
,,East Coast,3425.70291228865,,2362,167966.03377927,
,,East Coast,1909.40921212472,,2363,48635.483241635,
,,East Coast,3075.57137538213,,2364,424769.073856105,
,,East Coast,7437.5613027416,,2365,1085428.88713911,
,,East Coast,2787.43929016062,,2366,212595.135753075,
,,East Coast,48598.0563883372,,2367,9970727.98081153,
,,East Coast,7109.96822149487,,2368,1514003.2969503,
,,East Coast,2951.96927715031,,2369,314296.917925335,
,,East Coast,3568.75517770917,,2370,572709.538231245,
,,East Coast,2043.60484373777,,2371,185003.623740575,
,,East Coast,2950.40693455891,,2372,150836.034673765,
,,East Coast,2184.39636950939,,2373,186514.020342265,
,,East Coast,992.351841627849,,2374,24995.93504621,
,,East Coast,7857.23850425792,,2375,1118568.29232768,Abandoned
,,East Coast,2344.9508521092,,2376,170953.30908465,
,,East Coast,2141.48610024033,,2377,94359.02447498,
,,East Coast,1409.52217116748,,2378,109757.987763215,
,,East Coast,1022.45388782889,,2379,49942.53091511,
,,East Coast,922.368010256298,,2380,34878.80967656,
,,East Coast,2119.94339876237,,2381,231642.056385765,
,,East Coast,1744.44454921803,,2382,97314.390009945,
,,East Coast,2424.44397430256,,2383,150116.5093541,
,,East Coast,1525.53096569277,,2384,78757.802194255,
,,East Coast,2652.86455820212,,2385,188770.96725467,Abandoned
,,East Coast,2207.57170974697,,2386,122373.16661405,
,,East Coast,15185.144759436,,2387,3116775.19814311,
,,East Coast,316.662258923803,,2388,2600.966181745,
,,East Coast,1280.38078183538,,2389,65100.868590255,Abandoned
,,East Coast,1265.31865059544,,2390,35357.150415585,Abandoned
,,East Coast,1921.70534381661,,2391,209739.052607205,Abandoned
,,East Coast,6417.16978504232,,2392,619889.15499512,
,,East Coast,8521.5398879039,,2393,1389264.48824412,
,,East Coast,2731.43409301465,,2394,129367.760496245,
,,East Coast,1933.28232638,,2395,77464.149218605,
,,East Coast,1961.50592864151,,2396,154874.990023355,
,,East Coast,3057.18820945478,,2397,440317.336998945,
,,East Coast,2609.88601965778,,2398,216588.177910385,
,,East Coast,20695.4775310383,,2399,3684919.49148387,
,,East Coast,1208.42745809212,,2400,49516.3523558,
,,East Coast,656.728948942557,,2401,18940.862420035,
,,East Coast,1024.46555483665,,2402,41389.878827485,
,,East Coast,1736.46976152891,,2403,69889.42631338,
,,East Coast,706.69689936844,,2404,19869.200835985,
,,East Coast,203.714775351032,,2405,2366.826072425,
,,East Coast,365.650752186255,,2406,3556.872453025,
,,East Coast,21149.3984246565,,2407,4045715.46097819,
,,East Coast,12828.5796631414,,2408,1977301.15545521,
,,East Coast,2829.47841330474,,2409,275439.923473075,
,,East Coast,4428.1072989548,,2410,500448.49727247,
,,East Coast,3392.49042788756,,2411,318066.96007629,
,,East Coast,2052.35115811365,,2412,98095.980209935,
,,East Coast,2965.2315241176,,2413,236002.031956555,
,,East Coast,1481.04647947463,,2414,137237.088405435,
,,East Coast,3904.77637250994,,2415,474681.16589768,
,,East Coast,3690.51482659369,,2416,522951.25170819,
,,East Coast,2686.08783594011,,2417,129152.158488375,
,,East Coast,2314.70055949939,,2418,137774.59628493,
,,East Coast,1915.61429849174,,2419,177279.72375856,
,,East Coast,234.551553062761,,2420,1842.555648775,
,,East Coast,1524.78323619165,,2421,72478.24312936,
,,East Coast,3175.93469207981,,2422,312850.83171547,
,,East Coast,8934.0468562747,,2423,1444970.37831812,Abandoned
,,East Coast,37359.0055071706,,2424,28421835.8208084,
,,East Coast,2979.90488951668,,2425,289068.40696267,
,,East Coast,6048.41501116345,,2426,373182.68130093,Abandoned
,,East Coast,2638.3831165371,,2427,229027.37239162,Abandoned
,,East Coast,5244.23900563392,,2428,549128.900382235,
,,East Coast,358.466663917534,,2429,5247.69866604,
,,East Coast,3160.5931794588,,2430,72341.35649468,
,,East Coast,2934.08966643813,,2431,380279.99563855,
,,East Coast,3301.55542351004,,2432,440981.64802466,
,,East Coast,3963.55308792865,,2433,251806.67271147,
,,East Coast,13609.3252662957,,2434,2129402.66374307,
,,East Coast,13723.7353699322,,2435,877696.062028115,
,,East Coast,1075.65910649561,,2436,45217.27212738,
,,East Coast,76852.4540863354,,2437,21441083.803477,
,,East Coast,1967.09436935986,,2438,88792.165067115,
,,East Coast,2963.24657243527,,2439,236246.9218751,
,,East Coast,2502.57004129551,,2440,138277.042257775,
,,East Coast,3877.7358255685,,2441,553829.18460445,
,,East Coast,7238.89240195858,,2442,1640425.8928572,
,,East Coast,3110.28372960849,,2443,244080.710430655,
,,East Coast,8948.25939615612,,2444,1144253.8791877,
,,East Coast,161.262815257177,,2445,1592.20348442,
,,East Coast,1785.86141217605,,2446,73905.847048765,
,,East Coast,5421.09196942649,,2447,745483.241469935,
,,East Coast,5431.9198901831,,2448,410421.90506548,
,,East Coast,1719.49623395875,,2449,25480.169848345,
,,East Coast,6421.66994994057,,2450,480301.51784052,
,,East Coast,1445.1971078486,,2451,65720.183337595,
,,East Coast,2548.07249304758,,2452,104767.324016305,
,,East Coast,66295.1725448886,,2453,11771449.3519538,
,,East Coast,2016.66499604802,,2454,49259.18052462,
,,East Coast,3170.19201516467,,2455,192206.18026227,Abandoned
,,East Coast,4087.87401989641,,2456,287900.93044774,Abandoned
,Power Transmission Cable,East Coast,3896.11247822005,,2457,493362.27511747,
,,East Coast,4725.28207167748,,2458,1084719.96588288,
,,East Coast,6529.69088214737,,2459,1635172.80055062,
,,East Coast,12034.1599343325,,2460,1920361.47165767,
,,West Coast,5177.32250975676,,2461,739020.73176494,
,,West Coast,1675.92914783335,,2462,172625.197137555,
,,West Coast,1669.34991820152,,2463,108105.40324204,
,,West Coast,4540.42763570641,,2464,390655.71909864,
,,West Coast,1861.21915263021,,2465,201481.05845954,
,,West Coast,1760.22884314646,,2466,117000.450429995,
,,West Coast,967.031990219646,,2467,35689.19276814,
,,West Coast,6197.91487636879,,2468,1518486.34833758,
,,West Coast,4438.5363511767,,2469,734449.99912237,
,,West Coast,24528.9044606662,,2470,16822083.9249001,
,,West Coast,5066.34423131379,,2471,306843.51707918,
,,West Coast,2157.57421627788,,2472,116334.85488595,
,,West Coast,2121.49577558939,,2473,192834.93690024,
,,West Coast,11571.862145792,,2474,3592494.55107633,
,,West Coast,3900.18903309013,,2475,614153.242267875,
,,West Coast,71585.7016290019,,2476,102580244.879434,
,,West Coast,4181.88237309524,,2477,625575.669350955,
,,West Coast,9373.67441362149,,2478,1759375.26411085,
,,West Coast,8607.7963029099,,2479,1619095.11497708,
,,West Coast,4494.73255334756,,2480,637949.90002289,
,,West Coast,9549.85272875433,,2481,1896443.10498278,
,,West Coast,11794.554403038,,2482,2853994.79669262,
,,West Coast,12722.0684895133,,2483,2821729.78997651,
,,West Coast,128126.561451948,,2484,34306769.7165734,
,,West Coast,8898.80128209784,,2485,1748553.13625706,
,,West Coast,9994.35905786142,,2486,1790523.66054839,
,,West Coast,2513.5446733415,,2487,352502.392581075,
,,West Coast,460.555684435503,,2488,8369.480564875,
,,West Coast,2673.69646881695,,2489,398428.61551265,
,,West Coast,6001.81754832218,,2490,458218.202285475,
,,West Coast,4029.77000952582,,2491,563848.145693095,
,,West Coast,3837.07852325245,,2492,373194.912507745,
,,West Coast,42087.9648141432,,2493,11237571.804896,
,,West Coast,3162.63973325695,,2494,268161.69780792,
,,West Coast,5395.59997221454,,2495,697106.5287858,
,,West Coast,2539.49402661805,,2496,200338.912043885,
,,West Coast,7174.29388464235,,2497,1411051.56316553,
,,West Coast,2575.93061695156,,2498,233705.39491944,
,,West Coast,2389.54024031652,,2499,252666.72652754,
,,West Coast,3238.7030533247,,2500,351288.076552155,
,,West Coast,6685.43330953502,,2501,1331621.26475911,
,,West Coast,15502.350869089,,2502,3124681.39012884,
,,West Coast,5423.487819222,,2503,656298.047583205,
,,West Coast,1427.17222507197,,2504,114292.34277395,
,,West Coast,1001.98441774365,,2505,39413.97005111,
,,West Coast,2396.3481187674,,2506,203441.370689435,
,,West Coast,1751.21111582824,,2507,95627.13884203,
,,West Coast,1671.08906059499,,2508,51562.5299302,
,,West Coast,208.648696874711,,2509,1760.983794255,
,,West Coast,1785.09824041473,,2510,200020.46602037,
,,West Coast,2077.30162576395,,2511,168101.37984654,
,,West Coast,1869.75218169815,,2512,211543.434328085,
,,West Coast,1764.97034667214,,2513,175807.238196045,
,,West Coast,1926.05659924634,,2514,109818.62369339,
,,West Coast,1254.17395560963,,2515,50065.326616795,
,,West Coast,732.95851669814,,2516,29810.545857225,
,,West Coast,3511.34264656328,,2517,263378.338730635,
,,West Coast,53585.9398492383,,2518,12447442.4670691,
,,West Coast,1580.36357620288,,2519,87794.88565309,
,,West Coast,2145.36970310158,,2520,123088.10733475,
,,West Coast,286.451634424318,,2521,4822.827484745,
,,West Coast,1457.89670070798,,2522,103600.21931329,
,,West Coast,911.268012312576,,2523,50421.91845431,
,,West Coast,1588.57615190109,,2524,97934.191982465,
,,West Coast,1251.1667592043,,2525,76586.1337171,
,,Great Lakes,877.829893569397,,2526,43817.916429295,
,,Great Lakes,462.69415654773,,2527,12043.925594945,
,,Great Lakes,619.437690060817,,2528,14003.232725695,
,,Great Lakes,3357.36080047814,,2529,35002.36130571,
,,Great Lakes,797.428474372309,,2530,28526.6030522,
,,Great Lakes,389.053091005959,,2531,7401.574537,
,,Great Lakes,2117.9719983132,,2532,111908.19606709,
,,Great Lakes,442.409526685099,,2533,9924.130162945,
,,Great Lakes,1452.65402266838,,2534,27959.508679495,
,,Great Lakes,1082.64723822708,,2535,19388.00484147,
,,Gulf of America,1500.81803165324,,2536,71335.422820295,
,,Gulf of America,1063.70496242538,,2537,55060.69639531,
,,Gulf of America,1239.96028737323,,2538,56562.82590297,
,,Gulf of America,1209.15105976046,,2539,46256.479894975,
,,Gulf of America,2844.32262525577,,2540,163786.81391539,
,,Gulf of America,10506.3310858194,,2541,675348.706526315,
,,Gulf of America,1585.88311382145,,2542,44779.70841678,
,,Gulf of America,892.110711053315,,2543,28290.2542653,
,,Gulf of America,11278.876657586,,2544,778073.19287188,
,,West Coast,45339.3450103713,,2545,50101671.009813,
,,Gulf of America,514.422820706207,,2546,12302.773163815,
,,Gulf of America,3223.65254979428,,2547,232032.09671723,
,,Gulf of America,1149.94837656975,,2548,60090.36324471,
,,East Coast,3283.31723221441,,2549,110062.32409099,
,,East Coast,9477.67253426092,,2550,1424088.1802234,
,,East Coast,790.786840439544,,2551,30259.16166754,
,,East Coast,2128.07043199307,,2552,130804.466789675,
,,East Coast,19689.9404552713,,2553,3874843.85792074,
,,East Coast,2806.76841265602,,2554,211901.10905395,
,,East Coast,647.676583422371,,2555,19314.785330875,
,,East Coast,3235.34187981107,,2556,829757.20296743,
,,East Coast,2572.34830524627,,2557,256261.82743481,
,,East Coast,2343.57232067192,,2558,187157.47575519,
,,East Coast,621.090774554797,,2559,21157.38606986,
,,East Coast,13195.6303993733,,2560,3259213.92493204,
,,East Coast,894.872583777494,,2561,29975.82242342,
,,Gulf of America,211.209230396813,,2562,1339.698808445,
,,Gulf of America,4877.13376257717,,2563,280857.51653227,
,,Gulf of America,5074.6823083065,,2564,465813.724568045,
,,Gulf of America,1338.91180989003,,2565,31569.727079345,
,,East Coast,1374.38111533996,,2566,47386.40538318,
,,Gulf of America,1602.59380609,,2567,58362.43540712,
,,East Coast,2727.20679075385,,2568,373242.856033535,
,,East Coast,2371.42105999005,,2569,269109.80112295,
,,East Coast,216.208485483948,,2570,2727.32253954,
,,East Coast,993.585461938567,,2571,55874.709555675,
,,Gulf of America,587.062895896813,,2572,19675.52780753,
,,East Coast,3999.93782936603,,2573,357321.86893202,
,,East Coast,4777.74075888721,,2574,480550.543247635,
,,East Coast,4195.4538625133,,2575,325320.78547878,
,,East Coast,794.844914188176,,2576,24573.47708336,
,,East Coast,755.194409785035,,2577,25038.35979716,
,,Gulf of America,754.807600290539,,2578,7988.626540655,
,,Gulf of America,1125.01763123622,,2579,70799.472681705,
,,East Coast,10774.8698132478,,2580,1683020.13233497,
,,East Coast,21776.492214001,,2581,2871391.23851886,
,,East Coast,3847.54340430982,,2582,427299.372728745,
,,Gulf of America,937.381948222033,,2583,22574.756391685,
,,Gulf of America,1813.60946545776,,2584,87649.4728988,
,,Gulf of America,291.215942550866,,2585,3952.41832954,
,,Gulf of America,1074.32252020286,,2586,32840.22898872,
,,Gulf of America,2768.99191631679,,2587,136697.378211835,
,,East Coast,21964.6722113388,,2588,2114541.59102044,
,,East Coast,2557.61062568706,,2589,229969.262001095,
,,East Coast,1032.90710853503,,2590,51587.34673921,
,,East Coast,11201.3940693789,,2591,1793192.50877966,
,,East Coast,999.47170391969,,2592,44990.562648265,
,,East Coast,5065.53466671421,,2593,495833.143758635,
,,West Coast,16281.371323681,,2594,5031193.70807082,
,,West Coast,3998.45066585237,,2595,523557.563655085,
,,Gulf of America,6568.05343228369,,2596,1223211.35324346,
,,Gulf of America,10655.6685571677,,2597,1568859.68000562,
,,Gulf of America,5952.31356930438,,2598,398738.26306091,
,,Gulf of America,1313.82153269161,,2599,78898.015584955,
,,Gulf of America,2655.53516222826,,2600,290785.878384345,
,,West Coast,6799.44236933653,,2601,1152304.32370088,
,,West Coast,4234.28656905946,,2602,727338.32900811,
,,West Coast,3262.74152893532,,2603,578735.759908305,
,,West Coast,519.435682204996,,2604,13106.253513045,
,,West Coast,5283.97347570669,,2605,994745.61071076,
,,Gulf of America,1795.18862363175,,2606,53659.43742833,
,,Gulf of America,1657.52563791724,,2607,154340.808077485,
,,Gulf of America,800.490786938041,,2608,11624.92183402,
American Transmission Company,Mackinac Power Cable,Great Lakes,21901.8210110802,,2609,12560255.3817854,In Service
,,West Coast,19536.9680997331,,2610,3863390.81807322,
,,West Coast,12489.5043035613,,2611,3007029.27697566,
,,West Coast,5739.27753628002,,2612,971390.63221802,
,,West Coast,3752.61397735484,,2613,554597.260027245,
,,West Coast,8453.08105260213,,2614,1589724.72900621,
,,West Coast,1901.26570133239,,2615,172929.959765455,
,,East Coast,9523.05648862981,,2616,1426246.9313912,
,,West Coast,299.287008351175,,2617,5580.72964527,
,,West Coast,1713.15673717302,,2618,62325.013186735,
,,West Coast,3426.02057118578,,2619,178882.07523557,
,,West Coast,14835.1944131756,,2620,2604068.59618253,
,,East Coast,1313.20031659662,,2621,67830.86235882,
,,East Coast,49045.2143679554,,2622,9996851.47832222,
,,East Coast,17894.1875393275,,2623,3457993.1577921,
,,Gulf of America,3017.69775856514,,2624,95390.601748295,
,,Gulf of America,1825.08250217521,,2625,66626.92376623,
,,Gulf of America,1048.29287081737,,2626,27427.73430427,
,,Gulf of America,1395.04115020314,,2627,86700.266883975,
,,Gulf of America,799.637957345541,,2628,12156.876747595,
,,Gulf of America,1528.08228798009,,2629,60252.426587285,
,,Gulf of America,2914.544998167,,2630,189173.516835835,
,,East Coast,1400.72920794077,,2631,81474.48414172,
Tidelands Electric Membership Corp,,East Coast,33268.7699179415,,2632,10490178.3865901,In Service
,,West Coast,1074.46388720618,,2633,40097.91254738,
,,Great Lakes,15703.8041400815,,2634,5531292.26385439,
,,Gulf of America,5390.4282976747,,2635,306632.1866422,
,,East Coast,89284.547341901,,2636,97704494.7014331,
,,East Coast,2465.74839013238,,2637,249910.479350175,
,,East Coast,34931.3814884789,,2638,8718086.40684268,
,,West Coast,17193.8190885217,,2639,3942654.2540773,
,,West Coast,113670.890085106,,2640,524897754.897356,
,,West Coast,4555.08374672669,,2641,1296421.92846886,
<Null>,Power Transmission Cable,East Coast,194773.742896825,,2642,2262067642.95865,
,,Pacific Northwest,2348282.86349947,,2643,1966266136.87148,
,,Pacific Northwest,25891.9009244288,,2644,9053691.86485464,
,,Pacific Northwest,82396.0891463801,,2645,65954820.9100253,
,,Pacific Northwest,101959.191145677,,2646,78639215.0316579,
,,Pacific Northwest,31852.7429656326,,2647,44051063.6290064,
,,Pacific Northwest,27076.2868079129,,2648,25676175.2857464,
,,Pacific Northwest,24909.5841030766,,2649,15902277.1333345,
,,Pacific Northwest,2586.67874905036,,2650,272803.16360378,
,,Pacific Northwest,32507.8155955109,,2651,21687828.430928,
,,Pacific Northwest,161405.154321765,,2652,149437724.933614,
,,Pacific Northwest,7219.88163264258,,2653,1585822.79119291,
,,Pacific Northwest,8536.19407103373,,2654,1064720.98367666,
,,Pacific Northwest,10923.9941623169,,2655,2236400.0097289,
,,Pacific Northwest,9600.01409540908,,2656,4437285.08953161,
,,Pacific Northwest,386.902597737635,,2657,10350.12996128,
,,Pacific Northwest,10309.6943842189,,2658,5504722.47706561,
,,Pacific Northwest,4101.8242697417,,2659,423659.298198825,
,,Pacific Northwest,6507.08280170775,,2660,928004.927283435,
,,Pacific Northwest,60052.00934181,,2661,25755812.3304481,
,,Pacific Northwest,1356090.6212577,,2662,758570182.925461,
,,Pacific Northwest,85767.5278969113,,2663,45741229.3673463,Abandoned
,,Pacific Northwest,71848.529821385,,2664,18623653.4887781,Abandoned
,,Pacific Northwest,8239.89862946219,,2665,996198.461983745,Abandoned
,,Pacific Northwest,324941.642764805,,2666,123222958.81338,
,,Pacific Northwest,24227.1162577141,,2667,6299402.9932009,
,,Pacific Northwest,845.035359990474,,2668,22168.98927028,
,,Pacific Northwest,3747.05751522379,,2669,137088.690690715,
